external_source,paper,method_or_table,band_um,flux_mjy,flux_regime,model_label,observed_euclidean_jy15_deg2,model_euclidean_jy15_deg2,log10_model_over_obs,sigma_log,chi2_log
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,500,71.0,30-100 mJy,FSPS,0.0950924138539357,0.7476413674146806,0.8955474513303112,0.20829527335185746,18.48495401227733
Oliver et al. / Table 2,Oliver et al.,Table 2,250,23.8,10-30 mJy,FSPS,5.323866093160368,9.100347504650596,0.23283085306172202,0.1956357078003544,1.416396375793654
Oliver et al. / Table 2,Oliver et al.,Table 2,250,37.5,30-100 mJy,FSPS,5.309001872093681,7.659938940709257,0.15921242929153334,0.1535594209965965,1.0749815390158324
Oliver et al. / Table 2,Oliver et al.,Table 2,250,58.9,30-100 mJy,FSPS,3.077685356582988,6.032032599560965,0.2922394617752903,0.20247376111276003,2.0832443761676367
Oliver et al. / Table 2,Oliver et al.,Table 2,250,85.9,30-100 mJy,FSPS,2.042205016169377,3.3664312662464932,0.21707041313890596,0.2199577385401966,0.9739188550240734
Oliver et al. / Table 2,Oliver et al.,Table 2,250,166.2,100-300 mJy,FSPS,0.7203632993618143,2.109297896445241,0.46658634100743035,0.21893041278643868,4.5420493661375305
Oliver et al. / Table 2,Oliver et al.,Table 2,350,23.8,10-30 mJy,FSPS,2.9281263512382023,7.738937757671499,0.4220915407713782,0.26247980604021914,2.5859582203757805
Oliver et al. / Table 2,Oliver et al.,Table 2,350,37.5,30-100 mJy,FSPS,2.903360398801232,5.537531295857197,0.2804152448412394,0.18956451502738086,2.1882107772122312
Oliver et al. / Table 2,Oliver et al.,Table 2,350,58.9,30-100 mJy,FSPS,1.3593110324908195,3.0533395156855323,0.3514562565512841,0.2696998204692218,1.6981703082653796
Oliver et al. / Table 2,Oliver et al.,Table 2,350,85.9,30-100 mJy,FSPS,0.724653392834295,1.994377571706085,0.43967705163315823,0.27130430536685024,2.6263598233435403
Oliver et al. / Table 2,Oliver et al.,Table 2,350,166.2,100-300 mJy,FSPS,0.2126786883830118,1.3357006751740628,0.7979851722010718,0.21611225365198689,13.634237617640311
Oliver et al. / Table 2,Oliver et al.,Table 2,500,23.8,10-30 mJy,FSPS,0.9582958967688664,3.162932507716714,0.5185902962249841,0.39661107397350226,1.7096968035964808
Oliver et al. / Table 2,Oliver et al.,Table 2,500,37.5,30-100 mJy,FSPS,0.9124846967661014,2.0596875270377915,0.35357574936213043,0.25934399726324536,1.8587138724876757
Oliver et al. / Table 2,Oliver et al.,Table 2,500,58.9,30-100 mJy,FSPS,0.4103580475443983,1.0930758508887526,0.42548734481999617,0.38169812157231053,1.2426054371808564
Oliver et al. / Table 2,Oliver et al.,Table 2,500,85.9,30-100 mJy,FSPS,0.1515184366835344,0.834779969624047,0.7411065389331293,0.31587150791312896,5.504785273352602
Oliver et al. / Table 2,Oliver et al.,Table 2,500,166.2,100-300 mJy,FSPS,0.0445939185319218,0.531702508817543,1.0763930734118592,0.36298369420430493,8.79361720176151
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,10.7,10-30 mJy,FSPS,2.5697550249959176,7.339104434947484,0.4557513437558992,0.09884741139325742,21.258142530905513
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,12.3,10-30 mJy,FSPS,3.094552617535474,7.798333536637447,0.4014039346096742,0.0959460959286455,17.50284450761954
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,14.1,10-30 mJy,FSPS,3.7703932763566073,8.14531009275896,0.3345209703067178,0.09344090197609949,12.816594725134962
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,16.1,10-30 mJy,FSPS,6.604377338859135,8.497071486142989,0.10943739343470371,0.08832241035867953,1.5352872941989797
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,18.4,10-30 mJy,FSPS,5.841070414614741,8.764995379699554,0.1762592497705896,0.08952817768794437,3.8760051476099107
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,21.1,10-30 mJy,FSPS,6.066960714634062,8.941861013087546,0.16845673240424308,0.08986633074034549,3.513846010349006
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,24.2,10-30 mJy,FSPS,9.714824156609186,9.122504810407257,-0.027320843004525086,0.08735627894076774,0.09781375660221578
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,27.7,10-30 mJy,FSPS,8.074446365978476,8.715668097742261,0.033187929369927094,0.08977650243668697,0.13665796538866268
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,31.7,30-100 mJy,FSPS,6.621331152421351,8.271919691809279,0.09666100062839045,0.09333736810834256,1.0724856054229757
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,36.3,30-100 mJy,FSPS,7.0448875060183465,7.798300994986477,0.044125931248920613,0.094801465418784,0.21664948787237984
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,41.6,30-100 mJy,FSPS,6.452659973174515,7.234718011637062,0.04968282794403778,0.09871650363685974,0.253298772825416
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,47.6,30-100 mJy,FSPS,3.874620698369786,6.717593358260692,0.23898451663359,0.11295226965713864,4.476613554686661
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,54.5,30-100 mJy,FSPS,4.821240731755657,6.2679353961759,0.11396569453457728,0.11310074495257334,1.0153536915751007
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,62.4,30-100 mJy,FSPS,3.782049023180632,5.862416387820556,0.19034950778127036,0.12680334571304816,2.253419722677391
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,71.4,30-100 mJy,FSPS,2.714825725136257,5.377411848889151,0.29683134396806626,0.14961602232971483,3.936074481977149
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,81.8,30-100 mJy,FSPS,2.1318457269627262,3.810435940328413,0.2522188914625159,0.18180413003912127,1.924632146687027
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,250,93.7,30-100 mJy,FSPS,1.5267101769749332,2.7011601014962214,0.24779372559686394,0.2383555695042761,1.080761840472502
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,10.8,10-30 mJy,FSPS,1.1911980597180911,8.620433707493723,0.8595451390640687,0.12106971427850054,50.404155447199344
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,12.6,10-30 mJy,FSPS,1.651070252593246,8.951854870473209,0.7341474799266638,0.11117541025774448,43.60629045106318
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,14.7,10-30 mJy,FSPS,3.8949460089472177,8.86639915307869,0.3572458368058611,0.09372033975851184,14.530034454144317
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,17.2,10-30 mJy,FSPS,4.143666160183844,8.780168540220389,0.32611809385961754,0.09287794342643185,12.328907940933219
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,20.0,10-30 mJy,FSPS,5.516154430834284,8.28143085154807,0.17646896370288678,0.09037715745903042,3.812583070767298
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,23.3,10-30 mJy,FSPS,4.553062226316941,7.8032004327990165,0.23396917652057148,0.0931928436298569,6.30307051191298
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,27.2,10-30 mJy,FSPS,6.283988793927678,7.162358493948161,0.05682065284177207,0.09134713067055769,0.38692128209616344
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,31.7,30-100 mJy,FSPS,6.6296154022301605,6.500601816593886,-0.008534769932125874,0.09250381030795565,0.008512642460156141
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,37.0,30-100 mJy,FSPS,5.725090917291388,5.641108158209671,-0.006417961250062332,0.09681891527269726,0.004394138646768481
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,43.1,30-100 mJy,FSPS,3.9293352785023976,4.569459222556231,0.06554571862459901,0.10723757420662597,0.37358952952563673
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,50.3,30-100 mJy,FSPS,2.497316003411896,3.6994872167082296,0.17066803074658876,0.12597143996901966,1.8355244221205256
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,58.6,30-100 mJy,FSPS,2.022512895183652,3.0723607845559253,0.18158091388563602,0.14454272735989207,1.5781486380842096
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,68.3,30-100 mJy,FSPS,1.6978858968616426,2.5501610930156446,0.17665911460266426,0.16784423548189445,1.1077945863252148
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,79.7,30-100 mJy,FSPS,1.2788569821136484,2.157027295788191,0.2270336619354522,0.20535865198542885,1.2222343878748647
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,350,92.9,30-100 mJy,FSPS,0.8011640193009352,1.8373936499398997,0.3604807744485197,0.27510140185996484,1.7170328649589879
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,11.0,10-30 mJy,FSPS,0.7099409429178659,5.895002857037576,0.9192617968730733,0.1380450664137046,44.34418155619751
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,13.1,10-30 mJy,FSPS,0.9755185792305604,5.625104857108508,0.760895077344862,0.12281444354286931,38.38403787524067
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,15.6,10-30 mJy,FSPS,1.2297294541776769,5.111376792806539,0.6187283215289641,0.11531308640032589,28.79007517124331
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,18.7,10-30 mJy,FSPS,1.7822696507281353,4.343159600858918,0.3868323771503149,0.1060496325477592,13.305380445903582
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,22.3,10-30 mJy,FSPS,1.4991602299363296,3.4455989486262837,0.36141667360231616,0.11112601986229986,10.577544214593443
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,26.6,10-30 mJy,FSPS,2.342901440115107,2.826197576626057,0.08144850034303347,0.1039762113278907,0.6136181647963341
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,31.7,30-100 mJy,FSPS,1.5055179100221612,2.4117721250140125,0.20465034497048687,0.11878830899421958,2.968093392549994
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,37.9,30-100 mJy,FSPS,1.5072518227728426,2.038254488372874,0.13107258959729504,0.1269135364514833,1.0666154443711924
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,45.2,30-100 mJy,FSPS,1.6431713167290312,1.7133199110624122,0.01815561673911581,0.1347609473494744,0.01815072186774859
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,54.0,30-100 mJy,FSPS,0.6356716800970146,1.310798946215254,0.3143032200262761,0.20448403676850915,2.362538206688648
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,64.5,30-100 mJy,FSPS,0.6792121558363464,0.9039855827518506,0.12415605430997859,0.22726009057043936,0.29846228088286864
Pearson et al. / Table 3 SUSSEXtractor,Pearson et al.,Table 3 SUSSEXtractor,500,77.0,30-100 mJy,FSPS,0.1752215163049658,0.7835781631836048,0.6504948902942437,0.45425307952986227,2.050652248418767
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,11.1,10-30 mJy,FSPS,5.598900600436245,7.461833461699621,0.12474279457530413,0.09633462129854245,1.6767416391190968
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,13.6,10-30 mJy,FSPS,6.765245910727903,8.05210992880202,0.0756261078784084,0.09810988983716211,0.5941798552120917
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,16.6,10-30 mJy,FSPS,8.97608099633278,8.580307658001422,-0.01958390250137443,0.09848999016042846,0.03953796280746242
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,20.2,10-30 mJy,FSPS,10.263703870685983,8.885170447890495,-0.06263834977243288,0.10152038306768996,0.38069232347649523
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,24.7,10-30 mJy,FSPS,6.3703954460032985,9.111442165743487,0.15542073060784223,0.12156082152710497,1.6346720591792863
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,30.1,30-100 mJy,FSPS,6.353152646982634,8.439568989635276,0.12333097745230692,0.1332368896225181,0.8568314041684807
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,36.8,30-100 mJy,FSPS,8.572271982396323,7.739800345171842,-0.04436618412565718,0.13369246200276527,0.11012611342368878
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,44.9,30-100 mJy,FSPS,6.123409207517356,6.9370217831308105,0.05417977534864693,0.16711155281271625,0.10511421478561184
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,54.9,30-100 mJy,FSPS,3.6720418919985143,6.245328580237083,0.23064766533480707,0.23325748153849912,0.977748056447477
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,67.0,30-100 mJy,FSPS,2.4773760067790604,5.659961314304024,0.35882153564064234,0.3193361744697028,1.2625854040566749
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,81.8,30-100 mJy,FSPS,3.342598469369057,3.810435940328413,0.05689045484968425,0.32134240797685426,0.03134315602611053
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,250,99.9,30-100 mJy,FSPS,2.2550498607472518,2.2964745292427637,0.007905484036706545,0.4480254198426189,0.0003113519722835003
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,11.0,10-30 mJy,FSPS,3.795535011241487,8.677043549492389,0.3590987752988982,0.10514851727762241,11.663302562437456
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,13.1,10-30 mJy,FSPS,4.3469192659581575,8.930204124973315,0.312679811782697,0.10820814150105146,8.349871802828856
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,15.6,10-30 mJy,FSPS,5.354707888048621,8.8336751740552,0.21740564160700582,0.10972136417477278,3.926080700138559
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,18.7,10-30 mJy,FSPS,7.395137881655979,8.501071561339028,0.060527396260512845,0.10846311236747228,0.311415237852687
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,22.3,10-30 mJy,FSPS,6.162518572893834,7.937665022678091,0.10993452611600352,0.12154947086539568,0.8180165157765769
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,26.6,10-30 mJy,FSPS,5.2420998877404825,7.264239399315481,0.14168485616893423,0.13864517496128984,1.0443290213494347
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,31.7,30-100 mJy,FSPS,5.469916757482782,6.500601816593886,0.07497284769261137,0.1499275863947848,0.2500603961036119
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,37.9,30-100 mJy,FSPS,4.756315332091256,5.457006817265774,0.059683856769115695,0.17475218420700037,0.11664564626878611
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,45.2,30-100 mJy,FSPS,3.877414224468106,4.2789787167958995,0.04279792715335973,0.21226116649214405,0.04065410244342834
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,350,54.0,30-100 mJy,FSPS,2.022898209128248,3.3935291642986996,0.2246775559942792,0.31976940862122333,0.4936800240837164
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,500,11.2,10-30 mJy,FSPS,2.3298970944849966,5.891711096609046,0.40290470302863984,0.11395734859981564,12.50028749377219
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,500,13.8,10-30 mJy,FSPS,3.079332716723938,5.466811099329814,0.24927745127399525,0.11514754142664418,4.6865866606401
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,500,17.0,10-30 mJy,FSPS,3.1614045869228558,4.876091081678822,0.18819173023288122,0.1247847161421847,2.2744598743928286
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,500,20.9,10-30 mJy,FSPS,1.6486620404395218,3.752237027140797,0.35715862610689053,0.17409954823646098,4.208496777728817
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,500,25.8,10-30 mJy,FSPS,1.6925878301234498,2.9053040971706414,0.2346403826288062,0.1960236561025871,1.432809809392112
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,500,31.8,30-100 mJy,FSPS,2.3168927488548867,2.4049148154872584,0.016193767477800936,0.19701318248297617,0.006756242436417917
Pearson et al. / Table 4 XID,Pearson et al.,Table 4 XID,500,39.2,30-100 mJy,FSPS,2.114410270969764,1.9715972040010197,-0.030371066166635263,0.23492373816538872,0.016713456303302354
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,250,10.0,10-30 mJy,FSPS,8.146172,7.118120752481702,-0.05858822448893475,0.11697604150235023,0.25085735140938703
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,250,19.952623,10-30 mJy,FSPS,8.279423,8.869210615943185,0.02988489666312555,0.11371932182614201,0.06906133905029141
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,250,44.668359,30-100 mJy,FSPS,3.873282,6.95680006704305,0.2543304046689928,0.11560303254045928,4.8401420868649465
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,250,100.0,100-300 mJy,FSPS,1.063676,2.2906615480957853,0.33315156540526436,0.13615501468891186,5.9870989215706
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,250,199.818036,100-300 mJy,FSPS,0.4216965,2.580663939475607,0.7867314568413045,0.16488340517915304,22.76665020905691
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,350,10.0,10-30 mJy,FSPS,6.456542,8.386992619217384,0.1136062803565635,0.1536572802960031,0.5466362107616427
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,350,19.952623,10-30 mJy,FSPS,6.441677,8.289084059841587,0.10950759931226017,0.20926138751678028,0.2738484677138759
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,350,44.668359,30-100 mJy,FSPS,2.046968,4.349448785854732,0.32732316801032135,0.11705638471257233,7.819217220202369
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,350,100.0,100-300 mJy,FSPS,0.2148484,1.701101072405154,0.8985979945724174,0.14327213674027944,39.33755962307056
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,350,199.818036,100-300 mJy,FSPS,0.1368312,0.8545207354181669,0.7955374698710095,0.23716562401129343,11.25169104884854
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,500,10.0,10-30 mJy,FSPS,2.951209,5.91244547816682,0.3017671822576206,0.12371864104101293,5.9494077307914885
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,500,19.952623,10-30 mJy,FSPS,1.618622,3.9882327546677585,0.3916350570140973,0.1881225522443649,4.333925052850377
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,500,44.668359,30-100 mJy,FSPS,0.4435,1.7334223980971877,0.5920107797522427,0.12273452958223074,23.266213268608226
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,500,100.0,100-300 mJy,FSPS,0.04365158,0.9115284391490255,1.3197702550098498,0.16498486963901313,63.98945865751018
Varnish et al. / Table 4 P(D) best-fit spline,Varnish et al.,Table 4 P(D) best-fit spline,500,199.818036,100-300 mJy,FSPS,0.03162278,0.6065628412482447,1.282875754728626,0.2720450826223197,22.237575442325316
Clements et al. / Table 1,Clements et al.,Table 1,250,34.0,30-100 mJy,MBB 35 K,7.006200655094297,4.8835332577100115,-0.15674842151349888,0.08462737800873592,3.430714525578031
Clements et al. / Table 1,Clements et al.,Table 1,250,38.0,30-100 mJy,MBB 35 K,6.549274525414234,4.271012831507103,-0.18566231890706564,0.08498774046292133,4.772379538067995
Clements et al. / Table 1,Clements et al.,Table 1,250,42.0,30-100 mJy,MBB 35 K,5.635422266054109,3.75437891599891,-0.1763883613028394,0.0868984851326646,4.120172886180406
Clements et al. / Table 1,Clements et al.,Table 1,250,47.0,30-100 mJy,MBB 35 K,4.873878716587337,3.2479630305970004,-0.17626364052555377,0.08927046902041441,3.898610412821432
Clements et al. / Table 1,Clements et al.,Table 1,250,52.0,30-100 mJy,MBB 35 K,4.26464387701392,2.769428960358413,-0.1874925414819154,0.09233712553957575,4.123018565846437
Clements et al. / Table 1,Clements et al.,Table 1,250,56.0,30-100 mJy,MBB 35 K,3.655409037440503,2.40144627508789,-0.1824631061376487,0.09616202752314862,3.600334932572394
Clements et al. / Table 1,Clements et al.,Table 1,250,63.0,30-100 mJy,MBB 35 K,2.9243272299524024,1.9145420995598188,-0.18396104757382153,0.10170891620451536,3.2714003432957246
Clements et al. / Table 1,Clements et al.,Table 1,250,73.0,30-100 mJy,MBB 35 K,2.315092390378985,1.53456876478871,-0.17858197330707734,0.11206571945093165,2.539391537067644
Clements et al. / Table 1,Clements et al.,Table 1,250,83.0,30-100 mJy,MBB 35 K,1.7363192927842388,1.5401319558469586,-0.052071658822160055,0.11960267434109405,0.1895488023284103
Clements et al. / Table 1,Clements et al.,Table 1,250,93.0,30-100 mJy,MBB 35 K,1.279393163104176,1.5450783647257085,0.08194648569253916,0.12923933628399606,0.4020418186033137
Clements et al. / Table 1,Clements et al.,Table 1,250,125.0,100-300 mJy,MBB 35 K,0.8833905173814548,1.0620256879108938,0.07998228835695877,0.16035970226877747,0.2487695201614905
Clements et al. / Table 1,Clements et al.,Table 1,250,175.0,100-300 mJy,MBB 35 K,0.4569261296800628,0.933655329766376,0.3103405864822812,0.2157222896339594,2.069603312131089
Clements et al. / Table 1,Clements et al.,Table 1,350,38.0,30-100 mJy,MBB 35 K,3.9600264572272112,1.7878560509023307,-0.3453655388090592,0.09197708300606525,14.099338498553065
Clements et al. / Table 1,Clements et al.,Table 1,350,41.0,30-100 mJy,MBB 35 K,3.3507916176537944,1.6971268592299165,-0.29543311355293667,0.0931809199878173,10.052274860362903
Clements et al. / Table 1,Clements et al.,Table 1,350,46.0,30-100 mJy,MBB 35 K,2.8634037459950603,1.5684199249831152,-0.2614202379029596,0.09719507223790509,7.234190106127131
Clements et al. / Table 1,Clements et al.,Table 1,350,50.0,30-100 mJy,MBB 35 K,2.0104749705922766,1.4655938703737659,-0.1372850307673913,0.10130966685937577,1.8363040677708207
Clements et al. / Table 1,Clements et al.,Table 1,350,55.0,30-100 mJy,MBB 35 K,1.5230870989335428,1.1783490774882945,-0.11145077337122837,0.11025903997836796,1.0217337972559475
Clements et al. / Table 1,Clements et al.,Table 1,350,61.0,30-100 mJy,MBB 35 K,1.279393163104176,0.9297218959407372,-0.13865096640262575,0.11873466942137943,1.3636116629558688
Clements et al. / Table 1,Clements et al.,Table 1,350,71.0,30-100 mJy,MBB 35 K,0.852928775402784,0.6634602846893856,-0.10909783579136464,0.14289030648862294,0.5829438640311773
Clements et al. / Table 1,Clements et al.,Table 1,350,82.0,30-100 mJy,MBB 35 K,0.6092348395734172,0.6798459187827964,0.04762576391227391,0.15811444441246061,0.09072789124545062
Clements et al. / Table 1,Clements et al.,Table 1,350,91.0,30-100 mJy,MBB 35 K,0.2741556778080377,0.691944198554014,0.4020738278166637,0.19350349302563072,4.317516349575562
Clements et al. / Table 1,Clements et al.,Table 1,350,125.0,100-300 mJy,MBB 35 K,0.213232193850696,0.555427114432843,0.4157743018048073,0.2193940408413654,3.591415325744765
Clements et al. / Table 1,Clements et al.,Table 1,350,175.0,100-300 mJy,MBB 35 K,0.1523087098933543,0.29465808930135773,0.28659362884143613,0.37396246571435743,0.5873230342479536
Clements et al. / Table 1,Clements et al.,Table 1,500,48.0,30-100 mJy,MBB 35 K,0.5787730975947463,0.2585643034098406,-0.3499397688082699,0.16735521622688712,4.372281291815014
Clements et al. / Table 1,Clements et al.,Table 1,500,52.0,30-100 mJy,MBB 35 K,0.3960026457227211,0.25385612038978095,-0.19311044892074086,0.1683056848927137,1.3164791217581437
Clements et al. / Table 1,Clements et al.,Table 1,500,56.0,30-100 mJy,MBB 35 K,0.3350791617653794,0.27072748366566285,-0.09261507369955235,0.18160780574226112,0.26007243928496343
Clements et al. / Table 1,Clements et al.,Table 1,500,60.0,30-100 mJy,MBB 35 K,0.2315092390378985,0.2874406904836828,0.0939799199880188,0.20177825075522535,0.21693090915204663
Clements et al. / Table 1,Clements et al.,Table 1,500,63.0,30-100 mJy,MBB 35 K,0.1766781034762909,0.2998790257460413,0.2297633624857529,0.20231956096518922,1.2896914146908982
Clements et al. / Table 1,Clements et al.,Table 1,500,70.0,30-100 mJy,MBB 35 K,0.1766781034762909,0.32860603832713625,0.2694928108415497,0.18823724001188952,2.049666841657712
Clements et al. / Table 1,Clements et al.,Table 1,500,82.0,30-100 mJy,MBB 35 K,0.1127084453210821,0.23147552541735614,0.3125486193100897,0.24968433117343444,1.566940807600158
Clements et al. / Table 1,Clements et al.,Table 1,500,95.0,30-100 mJy,MBB 35 K,0.0578773097594746,0.16200998541037728,0.44703344677222834,0.365747337630999,1.4938867972859162
Clements et al. / Table 1,Clements et al.,Table 1,500,150.0,100-300 mJy,MBB 35 K,0.0426464387701392,0.21895563679596927,0.7104733592933878,0.37515679028989624,3.5864928757681835
Clements et al. / Table 1,Clements et al.,Table 1,500,250.0,100-300 mJy,MBB 35 K,0.0868159646392119,0.3855314559170931,0.647460223186145,0.4397894176118141,2.167387854136151
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,250,19.5,10-30 mJy,MBB 35 K,9.017507836501386,7.946686268224692,-0.0549004608113679,0.0897144359888627,0.3744788695802993
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,250,41.8,30-100 mJy,MBB 35 K,3.8809737424406254,3.777535590021955,-0.011732139705191824,0.09693479454944604,0.014648564356512654
Glenn et al. / Table 4 P(D) spline no FIRAS,Glenn et al.,Table 4 P(D) spline no FIRAS,250,89.3,30-100 mJy,MBB 35 K,1.510527538139541,1.5433112814456704,0.009324883624517388,0.13207363036866077,0.004984878869939114
